,max_len
gmof_Zn4O13-BDC_A-irmof20_A_No542,9.191937790752638
core_ESEVIH_freeONLY,7.428352773961563
boydwoo_str_m7_o17_o26_bcu_sym_104,16.562792314661174
CAXREA01_FSR,9.145170143598534
gmof_Al2O6-irmof16_B-irmof20_B_No279,9.205935670890394
boydwoo_str_m4_Al_o20_o25_acs_sym_98,12.3396874786529
boydwoo_str_m7_Zn_o13_o24_bcu_sym_34,12.522364170148794
PADCEE_FSR,10.447457808048723
EYEYIR_FSR,13.942445960406465
boydwoo_str_m7_Zn_o10_o22_bcu_sym_42,9.609548507055427
BUWWAT_FSR,9.177658656952547
tobacco_srsb_sym_3_mc_0_sym_3_on_0_L_12,14.253009941637215
gmof_Al2O6-AZO_B-irmof20_B_No263,14.152952237339408
WEMMEI_FSR,9.805869935226811
LIXRIV_FSR,18.27359583258118
NUXLUN01_FSR,7.027689922917642
boydwoo_str_m5_Al_o3_o25_sra_sym_135,15.89609449776155
boydwoo_str_m3_o14_o24_pcu_sym_26,8.38013847972486
gmof_Zn2O8-ADC_A-irmof20_A_No178,13.93681403579231
KAKTIC01_FSR,12.89153247684036
VOCXUH_FSR,7.901236130701115
tobacco_bor_sym_3_mc_0_sym_4_on_7_L_15,17.358029362547736
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_20,18.574018204065705
gmof_Uio66Zr-irmof20_A-irmof8_A_No77,9.808359666263852
gmof_Zn2O8N2-irmof20_A-irmof6_A_No253,9.299439169418902
gmof_Uio66Zr-irmof20_A_No10,9.18661749438476
NUXMEY01_FSR,6.718572238509143
tobacco_srsb_sym_3_mc_0_sym_3_on_2_L_16,18.32009212244093
CILXIH01_FSR,7.901231773320323
boydwoo_str_m1_o9_o24_pcu_sym_14,13.99586593441207
boydwoo_str_m7_Zn_o8_o23_bcu_sym_225,16.77676477282078
tobacco_bor_sym_3_mc_0_sym_4_on_8__,12.97599393194977
YOVGEX_FSR,11.59830248578333
JIZCON_FSR,9.488104421374837
OGAGEL_FSR,10.4077482582394
gmof_Zn4O13-irmof20_A-irmof6_A_No118,9.180132839805529
boydwoo_str_m3_o17_o25_pcu_sym_15,12.399077142689084
boydwoo_str_m7_Zn_o1_o22_bcu_sym_5,10.236281853942984
boydwoo_str_m7_Zn_o8_o25_bcu_sym_232,16.861645674942093
boydwoo_str_m7_Zn_o17_o26_bcu_sym_77,14.372442974796032
gmof_AlO6-irmof20_A_No14,9.180559762207789
QAGWEC_FSR,7.901232294919562
BUWWUN_FSR,9.178645948857064
KAKSAT01_FSR,11.830679766155141
HADMAD01_FSR,9.60722069758285
MOF-5_cooh_2_1239_1,11.735041824175239
DIDBEZ_FSR,9.684389756643384
boydwoo_str_m7_o20_o23_bcu_sym_158,14.65886632248842
DUTLAH_FSR,11.168933538918823
gmof_Zn4O13-irmof20_A-irmof6_A_No109,9.180134688804387
QUPZIM_FSR,9.60167978742134
boydwoo_str_m7_Zn_o4_o13_bcu_sym_179,12.474963649614477
gmof_Zn4O13-irmof20_A-irmof6_A_No2,9.19613821734821
QANBAJ_FSR,11.677601968856443
core_BIBXUH_freeONLY,10.292438688294373
CIZFOG_FSR,7.901233885280007
GUBVUU_FSR,7.901232745470579
OGIHAO_FSR,7.901231670583894
CUYHUA_FSR,9.913221944247123
IDUCOA01_FSR,10.590544278320852
boydwoo_str_m7_Zn_o6_o25_bcu_sym_104,15.324729255394708
core_CUNWEO_freeONLY,11.606322831063293
boydwoo_str_m7_Zn_o11_o11_bcu_sym_71,10.3693555621357
CIDDIE_FSR,12.664303701251308
boydwoo_str_m7_o12_o24_bcu_sym_7,9.4819876856608
boydwoo_str_m7_Zn_o8_o25_bcu_sym_88,16.658238870312953
EQUWIW_FSR,6.571541777444578
gmof_Zn4O13-BDC_A-irmof20_A_No2,9.271681810444186
SUJREV_FSR,10.959958197852474
GETWEJ_FSR,8.77885837696908
tobacco_srsb_sym_3_on_0_sym_3_mc_0_L_2,11.053785905572902
boydwoo_str_m3_o40_o41_fof_sym_11,14.913982065762893
boydwoo_str_m7_Zn_o8_o17_bcu_sym_102,16.708345269733123
boydwoo_str_m7_Zn_o20_o23_bcu_sym_23,14.419348479592871
XEGRAF_FSR,10.364703194883626
QOTDUZ_FSR,6.902867199778937
gmof_AlO6-irmof20_A_No10,9.1866187953484
core_OTUXUX_freeONLY,16.05984290970003
gmof_CuN4-SiF6-DPAC_No1,10.305302110833884
boydwoo_str_m7_Zn_o1_o11_bcu_sym_166,11.921543857282312
boydwoo_str_m7_Zn_o25_o25_bcu_sym_261,15.191115374160539
ERIHET_FSR,14.384239942086966
boydwoo_str_m7_Zn_o4_o22_bcu_sym_25,11.748599651220093
boydwoo_str_m7_Zn_o13_o17_bcu_sym_119,13.776342024303935
gmof_Al2O6-BDC_B-irmof20_B_No102,9.26674227683678
boydwoo_str_m7_o9_o24_bcu_sym_33,13.567466113855739
IKAVEX_FSR,13.010969451692453
core_EWESAC_freeONLY,11.984239425582633
gmof_Al2O6-DPAC_B-irmof20_B_No162,14.278312102656702
SUQFUH01_FSR,9.223672002233158
